text_clean,text_len,label
i coulda sworn i was the last bitch on tunchi ig & 128129 ;& 9996 ;& 65039 ;& 128536 ;,86,offensive_language
"rt <user> : 13hours of hell. obama flat out lied to get reelected. killery what diff does it make now? karma, it's a bitch! http& 8230 ;",136,offensive_language
tupac could fuck any bitch in the world in 1996 and niggas on here crying about a pic he took for bitches,105,offensive_language
rt <user> : when ya broke only real bitches stick around,56,offensive_language
"<user> if you decide to do damara, you should make her a gladiola. we have gorgeous rust-colored ones coming up over here.",122,neither
"good morning twitter. make today a positive one. if you can't do that, beat up as many meanie-faces as possible. also, i hate flappy bird.",138,neither
<user> bitch caught a body about a week ago. everybody catching bullet holes.,77,offensive_language
"rt <user> : no thanx, i'm on a diet rt& 8220 ; <user> : & 127850 ; rt <user> : i love salad rt& 8220 ; <user> : anyway fuck you hoes, eat a salad.& 8221 ;& 8221 ;",162,offensive_language
rt <user> : good pussy takes your mind off the struggles and stresses of everyday life,86,offensive_language
this bitch keep playin wit my hair like she dont got her own.,61,offensive_language
rt <user> : lol what a fake bitch,33,offensive_language
<user> you a real bitch for that,32,offensive_language
& 8220 ; <user> : j cole is trash. i've been saying this for years. fuck him& 8221 ; lol.,89,offensive_language
all these fuckin dudes do is bitch at the refs....shut the fuck up and play,75,offensive_language
i fucked the bitch i used to dream about and coulda died when i came from disbelief. nah i dont wish to speak on her name that shit is weak,139,offensive_language
lol niggas still be talking about me threw bitches smh,54,offensive_language
<user> what are you doing up right now tavares. kickin my bitch to curb for being too dramatic again?,101,offensive_language
"""rt it for me. please and thanks <user> : did a pierced pussy just come across my timeline & 128528 ;""",102,offensive_language
"<user> ahh i see, i'm still a rook about the knowledge of the hoe. but i'm progressing.",87,offensive_language
"if you work a graveyard shift, she cheating on you off tops. somebody else gon be tucking ya bitch in.",102,offensive_language
rt <user> : i think it's time to bring out the drunken monkey,61,neither
i need a heated bra because my nips hurt so bad!,48,neither
rt <user> : i know what color my skin is. you can stop with the friendly reminders bitch.,89,offensive_language
dont acknowledge these hoes.,28,offensive_language
rt <user> : teenagers have got to be the most disrespectful sons of bitches ever! i commend all parents. it's not an easy job,125,offensive_language
<url> avery & 8211 ; adorable and petite red haired teen plays with her shaved& 160 ;pussy <url>,96,offensive_language
"<user> just to remind yall, cuz hoes be acting like they don't know",67,offensive_language
fat ass hoe holding up the machine,34,hate_speech
& 8220 ; <user> : 100% of the female population needs to stop being such a bitch& 8221 ;,88,offensive_language
<user> nigglet & 128530 ;& 128536 ;,35,offensive_language
when ever you dog hoes really bad you end up w/ a girlfriend ...,64,offensive_language
rt <user> : it's unattractive when girls act ghetto,51,neither
"rt <user> : asked three-year-old niece why the sun is yellow. her reply: ""maybe there's bees in there.""",103,neither
<user> <user> <user> <user> <user> <user> <user> nigga be safe hoe,66,offensive_language
<user> that's actually non-english. because okiecops are filthy white trash who are all criminals.,98,hate_speech
"<user> she like ""imma stop talking to you because you vibing in them headphones"".talk to me and come get this pussy in other words",130,offensive_language
"all you pussies is losers, all my niggas is winnin",50,offensive_language
so i we gotta find a new house because the land lord being a bitch but we getting a waaaay better house so it's all good lol,124,offensive_language
see bitches ruin sports kobe don't play no damn football. either you was looking to be mentioned for stupidity or ya momma a hoe. or both.,138,offensive_language
the perfect gift for the jihadi on your shopping list <url> <url>,65,neither
<user> <user> gabby why are you so ghetto?,42,offensive_language
lol rt <user> : when you @ bae game an unknown hoe screaming his name loud asfck & 128530 ;& 128514 ; <url>,107,offensive_language
<user> i still think he is a pussy haha,39,offensive_language
"after the steelers lost the superbowl i loaded up the black and yellow gmix on my moms computer, i think the youtube page is still open",135,neither
did one of the biggest hoes around really just retweet that?& 128530 ;,70,offensive_language
& 8220 ; <user> oxtails and yellow rice is blasphemy& 8221 ; boneless,69,neither
so much for ucla being the team to beat they are trash,54,neither
rt <user> : udonis talking some big trash to lance. lebron holds him back.,74,neither
same hoe that said i couldnt get it tryna kick it,49,offensive_language
rt <user> : dropping all these hoes.,36,offensive_language
"& 8220 ; <user> : that hoe gone jam watch& 8221 ; if you ain't throwing ass bitch ""fuck out the party & 9996 ;& 65039 ;""",120,offensive_language
<user> <user> by trash i meant u lmaooo,39,neither
a lot of cool bitches that a nigga went to school with was major hoes ... and they man don't know,97,offensive_language
"""by the way we do punch bitches.""",33,offensive_language
& 8220 ; <user> : water polo is so fucking hard respect & 8221 ; yeah if you're a pussy,87,offensive_language
"nobody bout their actions, you all pussy",40,offensive_language
what time jamboree start thursday. so i ca smile for the ugly hoes. & 128514 ;& 128128 ;,88,offensive_language
when her pussy doesn't taste like pineapples <url>,50,offensive_language
ready to bounce out dis bitch,29,offensive_language
scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend...& 128299 ;& 128298 ; i'll kill you bitch & 128545 ;,149,offensive_language
"when girls say like ohh i'm so ugly, like bitch you ain't fishing for compliments you're like deep sea diving, fuck!",116,offensive_language
"<user> haha yolo, did ya hit that hoe?",38,offensive_language
"under my windoowww & 8220 ; <user> : bleaching your teeth, smiling flash, talking trash, under your breath& 8221 ;",114,neither
"bitches complain about they baby daddies not being shit, but bitch you knew he wasn't shit you didn't have to keep that baby you chose to & 9995 ;& 128514 ;",156,offensive_language
"""so he's a good football player...but he still acts like a nig""",63,offensive_language
rt <user> : can't be letting them messy hoes mess with yo business...,69,offensive_language
"they hardly get sex...so when the opportunity of sick presents itself, their giving you some pussy...and boy are they generous",126,offensive_language
""" nice girls bad, make me get naughty. bad yello hoe, real nice body. down south chick, like em real thick"" <url>",113,offensive_language
rt <user> : & 8220 ; <user> : is that fire works & 128165 ; or pussy poppin& 8221 ; <user> nigga wtf sounds like something you'd say,132,offensive_language
"be fearful of the wrath of god in a country where many mock christianity, embrace perversion, abortion, and bows to pc/multiculturalism.",136,neither
biggest booth i ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard,104,offensive_language
"<user> lightweight, heavyweight don't matter. still knock bitches out & 128074 ;& 128162 ;& 128170 ;",100,offensive_language
rt <user> : & 8220 ; <user> : you been the side hoe & 128514 ;& 128514 ;& 128514 ;& 128128 ;& 128128 ;& 128074 ;& 8221 ;omg & 128514 ;& 128514 ;& 128514 ;& 128514 ;& 128184 ;,174,offensive_language
ladies remember other women (including your friends) are trifling you speak too great about your nigga other bitches will try him smh lol,137,offensive_language
<user> <user> <user> <user> yeah ok nigger.,43,hate_speech
<user> <user> <user> and you're a vegetarian pussy,50,offensive_language
rt <user> : with ma bitch c: <user>,35,offensive_language
rt <user> : & 8220 ; <user> : fucking niggas bitches man i'm use to it& 8221 ;,78,offensive_language
weed nigguh.. retweet that,26,offensive_language
freak hoes got several,22,offensive_language
fuck that stupid bitch.. & 128530 ;,35,offensive_language
"nah fuck em bitter heat bitches "" <user> : funny seeing heat and bulls fans get along lol""",90,offensive_language
' lemme find out you didn't answer my call cause you otp with that niggah & 1041204 ;,85,offensive_language
<user> ha bitch i know& 128129 ;,32,offensive_language
"rt <user> : ""fuck bitches , get money"" - a favorite nigga's line when a girl leave his ass for another man",106,offensive_language
whyihateinstagram it can make a bitch cheat up to four points on the scale of 1 to 10,85,offensive_language
my bitch bad lookin like a bag of laundry,41,offensive_language
you said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure,117,neither
"rt <user> : too many faithful girls are single, and too many hoes are taken.& 128581 ;",86,offensive_language
"i had a dream i was in 4th grade again with my class except as my current self and remember thinking ""you're crazy, you become a hoe, moron""",140,offensive_language
<user> living with my bitches live thuglife <url>,49,offensive_language
i should've fought you when i was over there if only i was myself and i haven't popped that talking about u only need two hits bitch please,139,offensive_language
"<user> but you were too busy being a raging bitch and not caring that your ""best friend"" was going through hell so there's my punch & 128139 ;",142,offensive_language
"rt <user> : if her pussy got over 10 body counts, it's dead& 128128 ;. pussies& 128049 ; only have 9 lives & 128514 ;",117,offensive_language
<user> <user> <user> look at this nigger ass nigger shit right here,67,hate_speech
<user> i remember a time when hilfiger wus seen as being above polo...until he said he aint wan niggers wearing his ish...,122,offensive_language
cancel that bitch like ninooo,29,offensive_language
"are you tired of the ""mock drafts""? let's just do this: if clowney is not the 1st pick, who thinks round 1 becomes ""chaos""? showofhands",135,neither
"rt <user> : *when bae sings ""it ain't nun to cut that bitch off"" with too much enthusiasm* <url>",96,offensive_language
esp when bitches are after my leftover always hyping niggas. i made him pick another ugly nigga to put on top.,110,offensive_language
<user> no reason to hit with you when i know you pussy i won't get no cool points,81,offensive_language
<user> <user> <user> that game winning hit in thursday capped a great career. the guy is a 1st ballot hof. or else.,115,neither
sure wish my nose would stop dripping.....this sick shit is for the birds,73,offensive_language
